numero,type,voie,code,commune
21,RUE,PIERRE MENDES FRANCE,44340,BOUGUENAIS
3,ALL,DE LA LONGE,44240,CHAPELLE-SUR-ERDRE (LA)
55,RUE,DES VERTS PRES,44700,ORVAULT
46,RUE,DE LA BIGUENEE,44240,CHAPELLE-SUR-ERDRE (LA)
11,RUE,ROSA PARKS,44980,SAINTE-LUCE-SUR-LOIRE
74,RUE,DES PONTREAUX,44340,BOUGUENAIS
1,RUE,RAPHAEL LANCELOT,44400,REZE
8,RUE,DES CHEVREFEUILLES,44240,CHAPELLE-SUR-ERDRE (LA)
12,RUE,DU BOIS VERT,44115,BASSE-GOULAINE
7,RUE,DU HAMELIN,44115,BASSE-GOULAINE
3,RUE,DE LA COUDRAIE,44880,SAUTRON
9001,,LE BOIS FLEURI,44240,CHAPELLE-SUR-ERDRE (LA)
265,RUE,DES BUISSONS,44470,THOUARE-SUR-LOIRE
7,RUE,HENRI CARTIER BRESSON,44830,BOUAYE
7,RUE,DU PARC DES PRINCES,44700,ORVAULT
73,RUE,DU CHATEAU D EAU,44400,REZE
11,RUE,MARION CAHOUR,44400,REZE
63,RUE,DE LA VINCENDIERE,44470,CARQUEFOU
27,RUE,ALFRED NOBEL,44700,ORVAULT
8,RUE,DES INDES GALANTES,44340,BOUGUENAIS
19,RUE,CLEMENT BACHELIER,44400,REZE
17,AV,DES MONTS D ARMORIQUE,44400,REZE
27,RUE,GEORGES CLEMENCEAU,44840,SORINIERES (LES)
21,RUE,DE LA BRISE,44700,ORVAULT
22,BD,AMPERE,44470,CARQUEFOU
23,RUE,DU MARECHAL FOCH,44470,CARQUEFOU
8,RUE,LOUISE MICHEL,44840,SORINIERES (LES)
nan,RUE,GEORGES BOUTIN,44400,REZE
3,AV,DES LILAS,44400,REZE
nan,RUE,GEORGES BOUTIN,44400,REZE
3,RTE,DES DOUZE TRAITS,44860,SAINT-AIGNAN-GRANDLIEU
28,RUE,D ANDROMEDE,44700,ORVAULT
3,RUE,DE CARQUEFOU,44470,THOUARE-SUR-LOIRE
116,RUE,CHARLES RIVIERE,44400,REZE
141,RUE,DU GENETAIS,44400,REZE
8,AV,DE LA 4EME REPUBLIQUE,44400,REZE
14,RUE,DE LA POITEVINIERE,44980,SAINTE-LUCE-SUR-LOIRE
14,RUE,DE LA POITEVINIERE,44980,SAINTE-LUCE-SUR-LOIRE
8,ALL,DU PETIT BOIS,44700,ORVAULT
6,RUE,DU GENERAL LECLERC,44400,REZE
12,ALL,JEAN ROSTAND,44470,CARQUEFOU
6,RUE,DU BEARN,44400,REZE
2,RUE,DU BEARN,44400,REZE
147,RTE,DE LA GARE,44120,VERTOU
3,IMP,DE LA MALADRIE,44120,VERTOU
7,RUE,DE LA MORTALIERE,44120,VERTOU
1,SQ,EMILE BLANDIN,44400,REZE
7,,LA GARELIERE,44830,BOUAYE
7,,LA GARELIERE,44830,BOUAYE
1,RUE,DU BOIS COLIN,44880,SAUTRON
1,RUE,DU BOIS COLIN,44880,SAUTRON
18,CHE,DU VIEUX MANOIR,44700,ORVAULT
18,CHE,DU VIEUX MANOIR,44700,ORVAULT
19,RUE,DU GRAND PRE,44700,ORVAULT
2,RUE,DU PRINTEMPS,44880,SAUTRON
5,RUE,DES PAS PERDUS,44240,CHAPELLE-SUR-ERDRE (LA)
4,RUE,MICHEL STROGOFF,44240,CHAPELLE-SUR-ERDRE (LA)
3,RUE,DES CAPUCINES,44980,SAINTE-LUCE-SUR-LOIRE
14,RUE,GERARD CORABOEUF,44980,SAINTE-LUCE-SUR-LOIRE
3,PL,DU JARDIN D'ORPHEE,44830,BOUAYE
2,RUE,DE MAUVES,44470,THOUARE-SUR-LOIRE
nan,RUE,GEORGES BOUTIN,44400,REZE
39,RUE,ALEXANDRE HUCHON,44400,REZE
8,RUE,DOUAUD,44400,REZE
31,RUE,DE BEAU SOLEIL,44340,BOUGUENAIS
nan,RUE,GEORGES BOUTIN,44400,REZE
43,BD,JEAN MONNET,44400,REZE
5797,,LA JAMINERIE,44860,SAINT-AIGNAN-GRANDLIEU
5797,,LA JAMINERIE,44860,SAINT-AIGNAN-GRANDLIEU
1,CHE,DE LA BOUGUINIERE,44340,BOUGUENAIS
8,RUE,DES COURLIS,44980,SAINTE-LUCE-SUR-LOIRE
3,ALL,DES MOUETTES,44830,BOUAYE
13,RUE,RAOUL DUFY,44240,CHAPELLE-SUR-ERDRE (LA)
nan,AV,DE LA LIBERATION,44400,REZE
1,RTE,DE LA BRETAGNERIE,44860,SAINT-AIGNAN-GRANDLIEU
6,BD,AMPERE,44470,CARQUEFOU
9010,RUE,THEODORE BROSSEAUD,44400,REZE
43,RTE,DE THOUARE,44980,SAINTE-LUCE-SUR-LOIRE
17,RUE,DE LA LYRE,44700,ORVAULT
2,RUE,DE LA CRESSONNIERE,44880,SAUTRON
4,RUE,DE L AUBINIERE,44880,SAUTRON
4,RUE,DE L AUBINIERE,44880,SAUTRON
8,RUE,DE L ELAN,44840,SORINIERES (LES)
8,RUE,DE L ELAN,44840,SORINIERES (LES)
1,RUE,YVES DU MANOIR,44980,SAINTE-LUCE-SUR-LOIRE
4,RUE,DES ROSIERS,44700,ORVAULT
6,RUE,DE L ELAN,44840,SORINIERES (LES)
11,RUE,MARION CAHOUR,44400,REZE
6,RUE,DE LA GRANDE OUCHE,44340,BOUGUENAIS
47,AV,PIERRE LOTI,44400,REZE
32,RUE,DU GAL DE GAULLE,44840,SORINIERES (LES)
16,CHE,DU DOUCET,44700,ORVAULT
120,AV,FELIX VINCENT,44700,ORVAULT
9003,,LE GRAND PRE,44240,CHAPELLE-SUR-ERDRE (LA)
9003,,LE GRAND PRE,44240,CHAPELLE-SUR-ERDRE (LA)
12,CHE,DE L AULNE,44700,ORVAULT
14,CHE,DE L AULNE,44700,ORVAULT
14,CHE,DE L AULNE,44700,ORVAULT
55,RUE,JEAN FRAIX,44400,REZE
75,RUE,DU JAUNAIS,44400,REZE
32,RUE,AUGUSTIN MOUILLE,44400,REZE
14,CHE,DU DOUCET,44700,ORVAULT
5,IMP,DES PINS,44115,BASSE-GOULAINE
3,RUE,AUGUSTE LERAT,44120,VERTOU
15,RUE,DE LA HEE,44120,VERTOU
26,RUE,HENRI DELAHAYE,44120,VERTOU
19,AV,DU PATIS VERT,44120,VERTOU
15,AV,JEAN TANGUY,44400,REZE
3,IMP,GEORGE SAND,44240,CHAPELLE-SUR-ERDRE (LA)
56,RUE,DES PRIMEURS,44120,VERTOU
14,RUE,DE LA GABARDIERE,44400,REZE
11,RUE,MARION CAHOUR,44400,REZE
16,RUE,DE LA MARCHANDERIE,44830,BOUAYE
3,RUE,DIANE ARBUS,44830,BOUAYE
6,IMP,DE LA MAISON POITARD,44830,BOUAYE
6,IMP,DE LA LEZINIERE,44830,BOUAYE
6,IMP,DE LA LEZINIERE,44830,BOUAYE
1,RUE,DES AUBEPINES,44830,BOUAYE
20,,LA PROUTIERE,44830,BRAINS
20,,LA PROUTIERE,44830,BRAINS
6,RUE,DE RIEUX,44880,SAUTRON
49,RUE,DE LA GRANDE NOE,44470,MAUVES-SUR-LOIRE
49,RUE,DE LA GRANDE NOE,44470,MAUVES-SUR-LOIRE
11,ALL,JEAN ROSTAND,44470,CARQUEFOU
48,RUE,DU CEDRE,44240,CHAPELLE-SUR-ERDRE (LA)
21,RUE,DU PRESIDENT COTY,44240,CHAPELLE-SUR-ERDRE (LA)
7,RUE,L HOTELLERIE,44470,CARQUEFOU
13,RUE,DU COTEAU,44880,SAUTRON
13,RUE,DU COTEAU,44880,SAUTRON
16,RUE,BOJU,44400,REZE
89,RUE,DE LA PAGERIE,44340,BOUGUENAIS
6,RUE,FRANCOIS BONAMY,44400,REZE
9,RUE,DE LA BOHEME,44340,BOUGUENAIS
18,RUE,DES SIRENES,44470,CARQUEFOU
1,AV,DE CHINON,44470,CARQUEFOU
28,RUE,FELICIEN THOMAZEAU,44400,REZE
4,RUE,EUGENIE  COTTON,44400,REZE
42,RUE,D AUTEUIL,44700,ORVAULT
2,RTE,DU GROS CHENE,44860,SAINT-AIGNAN-GRANDLIEU
25,RUE,DES SPORTS,44700,ORVAULT
2,RUE,JEAN THARAUD,44400,REZE
5,PL,CHARLES MOREAU,44400,REZE
3,RUE,FREDERIC CHOPIN,44120,VERTOU
1,RUE,NOTRE DAME LA BLANCHE,44470,CARQUEFOU
35,RUE,DU PATUREAU,44700,ORVAULT
6,ALL,DES LANDES,44240,CHAPELLE-SUR-ERDRE (LA)
12,RUE,EUGENE CHARTIER,44400,REZE
5,AV,URANIE,44470,CARQUEFOU
5,AV,URANIE,44470,CARQUEFOU
4,RUE,DU PRE POULAIN,44470,THOUARE-SUR-LOIRE
17,RUE,DE L HERBRAY,44120,VERTOU
25,RUE,ARTHUR HONEGGER,44400,REZE
9,CHE,DES HERSIERES,44470,CARQUEFOU
5167,,LA MENORTIERE,44470,MAUVES-SUR-LOIRE
12,RUE,DE LA BRISE,44700,ORVAULT
30,RUE,D ENGHIEN,44700,ORVAULT
20,RUE,LOUISE MICHEL,44840,SORINIERES (LES)
1,RUE,RAOUL DUFY,44240,CHAPELLE-SUR-ERDRE (LA)
85,RUE,JEAN MERMOZ,44340,BOUGUENAIS
13,RUE,LOUIS CARMONTELLE,44120,VERTOU
52,RUE,JOSEPH ET LUCIEN LECLERC,44400,REZE
11,ALL,JEAN ROSTAND,44470,CARQUEFOU
21,RUE,DES HAUTS BOIS,44120,VERTOU
13,ALL,DES CHASSEURS,44980,SAINTE-LUCE-SUR-LOIRE
21,RUE,DES GOLDENS,44120,VERTOU
21,RUE,DES GOLDENS,44120,VERTOU
7,RUE,DE LA GRASSINIERE,44120,VERTOU
5,RUE,DU GARGOT,44700,ORVAULT
37,RUE,DE LA BUTTE DE PRAUD,44400,REZE
37,RUE,ALPHONSE DE LAMARTINE,44880,SAUTRON
5,PL,ROBERT SCHUMAN,44980,SAINTE-LUCE-SUR-LOIRE
23,RUE,MADELEINE PELLETIER,44400,REZE
52,RUE,DE LA HAUSSIERE,44840,SORINIERES (LES)
52,RUE,DE LA HAUSSIERE,44840,SORINIERES (LES)
136,RTE,DU MORTIER VANNERIE,44120,VERTOU
1,RUE,DU BIGNON,44700,ORVAULT
3,RUE,DU PORT,44400,REZE
2,RUE,DU BOIS D ARGENT,44880,SAUTRON
16,RUE,DES ROITELETS,44240,CHAPELLE-SUR-ERDRE (LA)
24,RUE,ANDRE GUINOISEAU,44400,REZE
58,RUE,DE LA RAVARDIERE,44340,BOUGUENAIS
16,RUE,DES LOQUETS,44470,MAUVES-SUR-LOIRE
61,RUE,DE LA SALLE,44470,CARQUEFOU
2,RUE,DES PRIMEURS,44120,VERTOU
3,RUE,DU TOURTON,44240,CHAPELLE-SUR-ERDRE (LA)
46,RUE,DU PORT AUX MEULES,44120,VERTOU
11,RUE,DE L ORANGERIE,44880,SAUTRON
110,RUE,DE LA SALLE,44470,CARQUEFOU
110,RUE,DE LA SALLE,44470,CARQUEFOU
6,RUE,CHARLES DE GAULLE,44240,CHAPELLE-SUR-ERDRE (LA)
244,RTE,DE CLISSON,44120,VERTOU
4,RUE,DU FIACRE,44700,ORVAULT
8,RUE,DU PATUREAU,44700,ORVAULT
1,RUE,ANNE-CLAUDE GODEAU,44980,SAINTE-LUCE-SUR-LOIRE
13,RUE,EMILE REDOR,44400,REZE
39,RUE,DU STADE,44980,SAINTE-LUCE-SUR-LOIRE
88,RUE,DES GRIVES,44240,CHAPELLE-SUR-ERDRE (LA)
21,AV,DES PEUPLIERS,44340,BOUGUENAIS
222,RUE,DE LA BOUGRIERE,44980,SAINTE-LUCE-SUR-LOIRE
8,RTE,DE LA MARIONNIERE,44860,SAINT-AIGNAN-GRANDLIEU
27,RUE,DU DOUSSAIS,44880,SAUTRON
4,RUE,DU SAULE BLANC,44470,THOUARE-SUR-LOIRE
265,RUE,DES BUISSONS,44470,THOUARE-SUR-LOIRE
252,RTE,DE THOUARE,44980,SAINTE-LUCE-SUR-LOIRE
15,RUE,FELICIEN THOMAZEAU,44400,REZE
21,RUE,DE LA POSTE,44840,SORINIERES (LES)
26,RUE,ROBERT LOUIS STEVENSON,44400,REZE
12,RUE,DU SAINT LAURENT,44470,CARQUEFOU
4,RUE,EUGENIE  COTTON,44400,REZE
49,AV,CHARLES DE GAULLE,44700,ORVAULT
43,RTE,DE LA TINDIERE,44830,BOUAYE
19,AV,DES PEUPLIERS,44340,BOUGUENAIS
1,RUE,DE L ILE DE FRANCE,44120,VERTOU
31,RUE,DU PATUREAU,44700,ORVAULT
66,AV,DE LA MORLIERE,44700,ORVAULT
66,AV,DE LA MORLIERE,44700,ORVAULT
20,IMP,DU CLOS DE LA PINTINIERE,44470,CARQUEFOU
5942,,LA CARTIERE,44470,THOUARE-SUR-LOIRE
41,RUE,DE LA CALE,44120,VERTOU
41,RUE,DE LA CALE,44120,VERTOU
41,RUE,DE LA CALE,44120,VERTOU
41,RUE,DE LA CALE,44120,VERTOU
41,RUE,DE LA CALE,44120,VERTOU
41,RUE,DE LA CALE,44120,VERTOU
41,RUE,DE LA BAUCHE THIRAUD,44400,REZE
41,RUE,DE LA BAUCHE THIRAUD,44400,REZE
44,RUE,HERVE LE GUYADER,44240,CHAPELLE-SUR-ERDRE (LA)
44,RUE,HERVE LE GUYADER,44240,CHAPELLE-SUR-ERDRE (LA)
2,RUE,DU GEAI,44400,REZE
4,RUE,ANDRE FRANQUIN,44240,CHAPELLE-SUR-ERDRE (LA)
16,RUE,DE LA HAUTE GALERIE,44710,SAINT-LEGER-LES-VIGNES
9,AV,LUCIE ET RAYMOND AUBRAC,44400,REZE
12,RUE,DU CHATELIER,44400,REZE
11,RUE,MARION CAHOUR,44400,REZE
1,RUE,RENE GOSCINNY,44240,CHAPELLE-SUR-ERDRE (LA)
15,RUE,DU CHENE CREUX,44400,REZE
2,RUE,GEORGES POMPIDOU,44470,CARQUEFOU
153,RUE,DU GRIGNON,44115,BASSE-GOULAINE
4,RUE,DE LA TARENTAISE,44470,THOUARE-SUR-LOIRE
63,RUE,DES GOBETS,44120,VERTOU
21,RUE,DE LA GARENNE,44120,VERTOU
21,RUE,DE LA GARENNE,44120,VERTOU
4,RUE,DES COLVERTS,44860,SAINT-AIGNAN-GRANDLIEU
15,RUE,FELICIEN THOMAZEAU,44400,REZE
30,RUE,FREDERIC BARTHOLDI,44700,ORVAULT
5,RUE,DES DEPORTES,44400,REZE
24,RUE,JULIEN MARCHAIS,44400,REZE
20,RUE,DE LA GRASSINIERE,44120,VERTOU
10,RUE,DES TERRES NEUVAS,44340,BOUGUENAIS
3,AV,DES TREILLES,44400,REZE
3,AV,DES TREILLES,44400,REZE
64,AV,DE LA MORLIERE,44700,ORVAULT
62,AV,DE LA MORLIERE,44700,ORVAULT
2,RUE,FREDERIC BARTHOLDI,44700,ORVAULT
6,RUE,SIMEON FOUCAULT,44400,REZE
7,ALL,DES CAP HORNIERS,44980,SAINTE-LUCE-SUR-LOIRE
4,QUAI,DE LA VALLEE,44340,BOUGUENAIS
4,RUE,DU CANAL,44115,BASSE-GOULAINE
2,RUE,DU TERTRE,44880,SAUTRON
20,IMP,DU PIGEONNIER,44700,ORVAULT
37,BD,DU CHENE VERT,44470,CARQUEFOU
97,RUE,DU GENETAIS,44400,REZE
17,RUE,DES LILAS,44700,ORVAULT
11,ALL,JEAN ROSTAND,44470,CARQUEFOU
5,RUE,DE LA FONTAINE,44840,SORINIERES (LES)
19,RUE,DE L ILETTE,44400,REZE
24,AV,DES PLATANES,44400,REZE
64,RUE,JEAN JAURES,44400,REZE
6,RUE,DU BEAUFORTIN,44470,THOUARE-SUR-LOIRE
6,RUE,DU NEUF AOUT 1944,44470,CARQUEFOU
8,RUE,DU NEUF AOUT 1944,44470,CARQUEFOU
1,RTE,DU MORTRAIS,44860,SAINT-AIGNAN-GRANDLIEU
1,RTE,DU MORTRAIS,44860,SAINT-AIGNAN-GRANDLIEU
9010,,LE CHENE FERRE,44120,VERTOU
151,RTE,DE LA GARE,44120,VERTOU
2,RUE,DE LA GARENNE,44120,VERTOU
38,RUE,DES MORTIERS,44120,VERTOU
9,RUE,DU ROUSSELET,44120,VERTOU
3,PL,DES LAUDIERES,44120,VERTOU
3,RUE,ANTOINE DE ST EXUPERY,44470,CARQUEFOU
14,RUE,DU LAURIER FLEURI,44120,VERTOU
9004,,LA PETORIE,44470,CARQUEFOU
9004,,LA PETORIE,44470,CARQUEFOU
8,RUE,DE LA CHAUSSERIE,44710,SAINT-LEGER-LES-VIGNES
11,RUE,DU PUISATIER,44700,ORVAULT
31,RUE,DES SYMPHORINES,44700,ORVAULT
10,RUE,SIMONE DE BEAUVOIR,44400,REZE
6,AV,DES PERRIERES,44240,CHAPELLE-SUR-ERDRE (LA)
68,RUE,DES CARTERONS,44400,REZE
11,RUE,MARION CAHOUR,44400,REZE
34,RUE,DE LA CHEZINE,44880,SAUTRON
7,RUE,DES QUARTERONS,44840,SORINIERES (LES)
13,IMP,DE LA GALARNIERE,44400,REZE
14,RUE,DU LAURIER FLEURI,44120,VERTOU
15,RUE,DE LA TOSCA,44340,BOUGUENAIS
55,RUE,DU CHAMP DE FOIRE,44840,SORINIERES (LES)
32,RUE,DU CHATEAU D EAU,44400,REZE
8,RUE,JULES VERNE,44340,BOUGUENAIS
19,PL,DES LAUDIERES,44120,VERTOU
8,ALL,DES BEGONIAS,44470,THOUARE-SUR-LOIRE
12,RUE,DES BERTINERIES,44400,REZE
11,ALL,JEAN ROSTAND,44470,CARQUEFOU
8,RTE,DE BOUGUENAIS,44830,BOUAYE
5,AV,JEAN TANGUY,44400,REZE
20,RUE,DE PORT LAVIGNE,44340,BOUGUENAIS
20,RUE,DE PORT LAVIGNE,44340,BOUGUENAIS
85,RUE,DE BRETAGNE,44880,SAUTRON
47,RUE,JEAN BAPTISTE CLEMENT,44340,BOUGUENAIS
nan,RUE,GEORGES BOUTIN,44400,REZE
9,IMP,DU PORT DE LA RAMEE,44120,VERTOU
4,PL,DES PECHEURS,44830,BOUAYE
20,RUE,DE LA VERRIE,44120,VERTOU
20,RUE,DE LA VERRIE,44120,VERTOU
1,RUE,RENE GOSCINNY,44240,CHAPELLE-SUR-ERDRE (LA)
25,RUE,DU CHATEAU D EAU,44400,REZE
43,RUE,DU STADE,44980,SAINTE-LUCE-SUR-LOIRE
12,AV,DES PLATANES,44400,REZE
4,RUE,FELICIEN THOMAZEAU,44400,REZE
52,RUE,EMILE ZOLA,44400,REZE
16,AV,DU ONZE NOVEMBRE,44340,BOUGUENAIS
12,RUE,SAINT LUPIEN,44400,REZE
12,RUE,DE LA GAROUERE,44120,VERTOU
37,RUE,AUGUSTIN MOUILLE,44400,REZE
28,QUAI,LEON SECHER,44400,REZE
28,QUAI,LEON SECHER,44400,REZE
24,RUE,DU PATUREAU,44700,ORVAULT
48,RUE,DE LA PAIX,44340,BOUGUENAIS
48,RUE,DE LA PAIX,44340,BOUGUENAIS
48,RUE,DE LA PAIX,44340,BOUGUENAIS
48,RUE,DE LA PAIX,44340,BOUGUENAIS
48,RUE,DE LA PAIX,44340,BOUGUENAIS
6,ALL,EDITH PIAF,44400,REZE
3,RTE,DE LA BARRE,44470,THOUARE-SUR-LOIRE
99,RUE,JEAN FRAIX,44400,REZE
2,RUE,DES CAVES,44120,VERTOU
16,RTE,DES BAUCHES,44860,SAINT-AIGNAN-GRANDLIEU
16,RTE,DES BAUCHES,44860,SAINT-AIGNAN-GRANDLIEU
15,RUE,DE LA TRAVIATA,44340,BOUGUENAIS
39,RUE,DU BLEURDIER,44400,REZE
39,RUE,DU BLEURDIER,44400,REZE
8,RUE,DES INDES GALANTES,44340,BOUGUENAIS
1,RUE,DU PLESSIS CHEREAU,44470,CARQUEFOU
6,QUAI,MARCEL BOISSARD,44400,REZE
10,RUE,DES LILAS,44470,CARQUEFOU
36,AV,DES PEUPLIERS,44340,BOUGUENAIS
15,RUE,FELICIEN THOMAZEAU,44400,REZE
52,RUE,EMILE ZOLA,44400,REZE
54,RUE,EMILE ZOLA,44400,REZE
51,RTE,DES TERRES QUARTIERES,44830,BOUAYE
11,ALL,JEAN ROSTAND,44470,CARQUEFOU
52,RUE,EMILE ZOLA,44400,REZE
2,RUE,DU BOCAGE,44840,SORINIERES (LES)
11,ALL,JEAN ROSTAND,44470,CARQUEFOU
13,RUE,DE LA MAILLARDIERE,44840,SORINIERES (LES)
3,RUE,GERARD CORABOEUF,44980,SAINTE-LUCE-SUR-LOIRE
22,AV,DE LA CHESNAIE,44880,SAUTRON
56,RUE,DE L ILETTE,44840,SORINIERES (LES)
2,AV,DES CHATAIGNIERS,44700,ORVAULT
2,AV,DES CHATAIGNIERS,44700,ORVAULT
17,RUE,DE LA BURONNERIE,44120,VERTOU
17,RLE,DE BEAUTOUR,44120,VERTOU
16,AV,DES MONTS D AUVERGNE,44400,REZE
19,RUE,DE LA PAIX,44400,REZE
1,RUE,DES GENETS,44980,SAINTE-LUCE-SUR-LOIRE
85,RUE,DE BRETAGNE,44880,SAUTRON
13,RUE,DE LA CLASSERIE,44400,REZE
22,RUE,DE LA CADOIRE,44340,BOUGUENAIS
14,RUE,DES COQUELICOTS,44470,THOUARE-SUR-LOIRE
20,RUE,DES DAHLIAS,44700,ORVAULT
20,RUE,DES DAHLIAS,44700,ORVAULT
11,RUE,MARION CAHOUR,44400,REZE
4,RUE,DE BEL AIR,44470,CARQUEFOU
4,RUE,DE BEL AIR,44470,CARQUEFOU
4,RUE,DE BEL AIR,44470,CARQUEFOU
10,RUE,LOUISE MICHEL,44840,SORINIERES (LES)
4,RUE,DU JEU DE PAUME,44340,BOUGUENAIS
169,RUE,DU DESERT,44340,BOUGUENAIS
13,RUE,HENRI DELAHAYE,44120,VERTOU
7,RUE,L HOTELLERIE,44470,CARQUEFOU
84,RUE,DE LA BOUGRIERE,44980,SAINTE-LUCE-SUR-LOIRE
8,RUE,CHARLES RICHET,44700,ORVAULT
23,PL,SAINT BRICE,44115,BASSE-GOULAINE
9,RUE,DES MARGUERITES,44470,CARQUEFOU
18,RUE,DE LA GRANDE ILE,44120,VERTOU
5,PL,GDE PLACE DE LA BARBINIERE,44120,VERTOU
8,PL,DU MARECHAL LECLERC,44340,BOUGUENAIS
8,PL,DU MARECHAL LECLERC,44340,BOUGUENAIS
6,RUE,DU GRAND FAY,44120,VERTOU
1,RUE,DES CLOCHETTES,44880,SAUTRON
1,RUE,DES CLOCHETTES,44880,SAUTRON
59,RUE,DU HAMELIN,44115,BASSE-GOULAINE
59,RUE,DU HAMELIN,44115,BASSE-GOULAINE
137,RUE,JEAN MERMOZ,44340,BOUGUENAIS
137,RUE,JEAN MERMOZ,44340,BOUGUENAIS
137,RUE,JEAN MERMOZ,44340,BOUGUENAIS
1,RUE,DU LANDAS,44120,VERTOU
1,RUE,DU LANDAS,44120,VERTOU
2,RUE,LEBEAUPIN,44400,REZE
12,CHE,DES PERRIERES,44700,ORVAULT
9,RUE,ARISTIDE BRIAND,44120,VERTOU
28,RUE,DE L ETANG,44340,BOUGUENAIS
28,RUE,DE L ETANG,44340,BOUGUENAIS
28,RUE,DE L ETANG,44340,BOUGUENAIS
28,RUE,DE L ETANG,44340,BOUGUENAIS
6,,LE BARRE,44830,BRAINS
2,RUE,DU PORT,44470,THOUARE-SUR-LOIRE
133,RUE,DE LA BROSSE,44400,REZE
14,RTE,DU PINIER,44860,SAINT-AIGNAN-GRANDLIEU
5,RUE,FEDERICO GARCIA LORCA,44400,REZE
10,RUE,DONATIEN TENDRON,44700,ORVAULT
13,RUE,DE LA BILLARDIERE,44120,VERTOU
70,RUE,DE LA MAINGUAIS,44470,CARQUEFOU
68,RUE,DE LA MAINGUAIS,44470,CARQUEFOU
68,RUE,DE LA MAINGUAIS,44470,CARQUEFOU
70,RUE,DE LA MAINGUAIS,44470,CARQUEFOU
68,RUE,DE LA MAINGUAIS,44470,CARQUEFOU
70,RUE,DE LA MAINGUAIS,44470,CARQUEFOU
68,RUE,DE LA MAINGUAIS,44470,CARQUEFOU
45,BD,DES SPORTS,44120,VERTOU
45,BD,DES SPORTS,44120,VERTOU
45,BD,DES SPORTS,44120,VERTOU
45,BD,DES SPORTS,44120,VERTOU
45,BD,DES SPORTS,44120,VERTOU
45,BD,DES SPORTS,44120,VERTOU
45,BD,DES SPORTS,44120,VERTOU
45,BD,DES SPORTS,44120,VERTOU
45,BD,DES SPORTS,44120,VERTOU
45,BD,DES SPORTS,44120,VERTOU
11,RUE,MARION CAHOUR,44400,REZE
9010,RUE,THEODORE BROSSEAUD,44400,REZE
nan,RUE,GEORGES BOUTIN,44400,REZE
12,CHE,DU VIEUX MANOIR,44700,ORVAULT
4,AV,DU BOIS,44830,BOUAYE
1,RUE,DES CEDRES,44880,SAUTRON
40,RUE,DES ORMES,44640,SAINT JEAN DE BOISEAU
1,RUE,DU COMMERCE,44640,SAINT JEAN DE BOISEAU
85,RUE,DE LA BRIANDIERE,44620,LA MONTAGNE
8,RUE,DE LA BRIANDIERE,44620,LA MONTAGNE
10,ALL,DU HUMBER,44640,PELLERIN (LE)
21,RUE,DE LA PERCHE,44640,SAINT JEAN DE BOISEAU
21,RUE,DE LA PERCHE,44640,SAINT JEAN DE BOISEAU
11,RUE,DE LA REPUBLIQUE,44620,LA MONTAGNE
29,RUE,DE VERDUN,44620,LA MONTAGNE
3,ALL,DE LA PAIX,44640,PELLERIN (LE)
5225,RUE,DE LA CROIX TRUIN,44640,SAINT JEAN DE BOISEAU
3,RUE,DE LA RIVIERE,44640,SAINT JEAN DE BOISEAU
11,RUE,DE LA FRATERNITE,44640,SAINT JEAN DE BOISEAU
1,RUE,DU CHANTIER,44620,LA MONTAGNE
20,RUE,ALPHONSE DAUDET,44620,LA MONTAGNE
6,ALL,YORKSHIRE,44640,PELLERIN (LE)
17,RUE,DE LA FRATERNITE,44640,SAINT JEAN DE BOISEAU
85,RUE,DE LA BRIANDIERE,44620,LA MONTAGNE
3,IMP,DU CLOS DE LA LANDE,44640,SAINT JEAN DE BOISEAU
16,RUE,PIERRE SALAUD,44620,LA MONTAGNE
16,RUE,PIERRE SALAUD,44620,LA MONTAGNE
6,PL,DE LA REPUBLIQUE,44640,SAINT JEAN DE BOISEAU
9,RUE,DU GRAND PORT,44620,LA MONTAGNE
14,RUE,DE LA REPUBLIQUE,44620,LA MONTAGNE
24,RUE,DU FRESNE,44620,LA MONTAGNE
1,AV,DU VAL DE LOIRE,44640,PELLERIN (LE)
29,RUE,DE LA HIBAUDIERE,44620,LA MONTAGNE
50,RUE,DU MOULIN COLLET,44640,PELLERIN (LE)
5757,,LA MARTINIERE,44640,PELLERIN (LE)
63,RUE,DE LA BELLE ETOILE,44620,LA MONTAGNE
4,CHE,DE LAUNAY,44640,SAINT JEAN DE BOISEAU
16,RUE,CHARLES DE GAULLE,44640,SAINT JEAN DE BOISEAU
16,RUE,CHARLES DE GAULLE,44640,SAINT JEAN DE BOISEAU
6,RUE,JANE ADDAMS,44640,SAINT JEAN DE BOISEAU
37,RUE,DU PETIT BOIS,44620,LA MONTAGNE
106,RTE,DE BOUGUENAIS,44620,LA MONTAGNE
13,IMP,HELENE BOUCHER,44620,LA MONTAGNE
1,RUE,FERDINAND BUISSON,44640,SAINT JEAN DE BOISEAU
42,RUE,DE LAUNAY,44620,LA MONTAGNE
29,RUE,DU DROUILLARD,44620,LA MONTAGNE
3,RUE,DU GAZAY,44620,LA MONTAGNE
1,RUE,NELSON MANDELA,44640,SAINT JEAN DE BOISEAU
5,ALL,DU 8 MAI 1945,44620,LA MONTAGNE
5,ALL,DU 8 MAI 1945,44620,LA MONTAGNE
25,IMP,BEL AIR,44620,LA MONTAGNE
2,RUE,DU CLOS ROUX,44640,PELLERIN (LE)
